,Date,Adj Close,Close,High,Low,Open,Volume,min,max,min_1,max_1
63,2021-05-25,29.791305541992188,29.81999969482422,30.38999938964844,28.959999084472656,28.959999084472656,1147700.0,29.81999969482422,,,
64,2021-05-26,31.179967880249023,31.209999084472656,31.309999465942383,29.950000762939453,30.26000022888184,849300.0,,,,
65,2021-05-27,31.95921897888184,31.989999771118164,32.16999816894531,30.959999084472656,31.5,881800.0,,31.989999771118164,,
66,2021-05-28,31.0700740814209,31.100000381469727,32.13999938964844,30.850000381469727,32.060001373291016,530000.0,31.100000381469727,,,
67,2021-06-01,32.83837127685547,32.869998931884766,33.150001525878906,31.15999984741211,31.40999984741211,869000.0,,32.869998931884766,,
68,2021-06-02,32.65854263305664,32.689998626708984,33.02000045776367,31.959999084472656,33.02000045776367,753300.0,32.689998626708984,,,
69,2021-06-03,33.61762237548828,33.650001525878906,33.959999084472656,32.20000076293945,32.41999816894531,913500.0,,,,
70,2021-06-04,34.22703170776367,34.2599983215332,34.45000076293945,33.369998931884766,33.5099983215332,865000.0,,,,
71,2021-06-07,35.10618591308594,35.13999938964844,35.279998779296875,34.11000061035156,34.439998626708984,973300.0,,,,
72,2021-06-08,35.88543701171875,35.91999816894531,36.63999938964844,34.84000015258789,35.36000061035156,722700.0,,35.91999816894531,,
73,2021-06-09,35.43587112426758,35.470001220703125,37.11000061035156,35.06999969482422,36.15999984741211,1112600.0,35.470001220703125,,,
74,2021-06-10,35.78553009033203,35.81999969482422,36.08000183105469,34.529998779296875,35.86000061035156,1227000.0,,,,
75,2021-06-11,36.105228424072266,36.13999938964844,36.5,35.43000030517578,36.0,1024100.0,,,,
76,2021-06-14,36.4050178527832,36.43000030517578,36.75,35.630001068115234,36.060001373291016,1074600.0,,36.43000030517578,,
77,2021-06-15,35.945335388183594,35.970001220703125,36.79999923706055,35.77000045776367,36.65999984741211,756500.0,35.970001220703125,,,
78,2021-06-16,39.96258163452149,39.9900016784668,41.84000015258789,36.77999877929688,36.88999938964844,3351400.0,,39.9900016784668,,
79,2021-06-17,39.95258331298828,39.97999954223633,41.02999877929688,39.43999862670898,39.54999923706055,1305300.0,,,,
80,2021-06-18,38.86333084106445,38.88999938964844,39.43000030517578,37.810001373291016,39.25,2591700.0,38.88999938964844,,,
81,2021-06-21,39.42294692993164,39.45000076293945,39.72999954223633,37.810001373291016,39.13999938964844,798800.0,,39.45000076293945,,
82,2021-06-22,39.31302261352539,39.34000015258789,39.650001525878906,38.810001373291016,39.060001373291016,683400.0,39.34000015258789,,,
83,2021-06-23,40.42226028442383,40.45000076293945,40.880001068115234,38.72999954223633,39.5,907100.0,,,,
84,2021-06-24,41.12178039550781,41.150001525878906,42.02999877929688,40.45000076293945,40.93999862670898,774100.0,,,,
85,2021-06-25,41.181739807128906,41.209999084472656,42.59000015258789,41.20000076293945,41.5,1552500.0,,,,
86,2021-06-28,41.26168823242188,41.290000915527344,41.93999862670898,40.04999923706055,41.150001525878906,861400.0,,41.290000915527344,,41.290000915527344
87,2021-06-29,40.03253173828125,40.060001373291016,42.0,40.04999923706055,41.34999847412109,1033300.0,,,,
88,2021-06-30,39.89262008666992,39.91999816894531,40.310001373291016,39.380001068115234,39.77999877929688,804400.0,39.91999816894531,,,
89,2021-07-01,40.71206665039063,40.7400016784668,40.75,39.65999984741211,40.150001525878906,438000.0,,40.7400016784668,,
90,2021-07-02,39.98256301879883,40.0099983215332,41.06999969482422,39.84000015258789,41.04999923706055,505700.0,,,,
91,2021-07-06,38.55354690551758,38.58000183105469,39.84000015258789,37.709999084472656,39.84000015258789,929800.0,,,,
92,2021-07-07,36.984619140625,37.0099983215332,38.720001220703125,36.25,38.34000015258789,1108400.0,,,,
93,2021-07-08,35.67552185058594,35.70000076293945,36.58000183105469,34.959999084472656,36.0,1143400.0,,,,
94,2021-07-09,35.645538330078125,35.66999816894531,36.380001068115234,35.45000076293945,36.13999938964844,896800.0,,,,
95,2021-07-12,35.18585586547852,35.209999084472656,35.959999084472656,34.060001373291016,35.959999084472656,1404800.0,35.209999084472656,,,
96,2021-07-13,35.52561950683594,35.54999923706055,35.7400016784668,34.5,34.900001525878906,811200.0,,35.54999923706055,,
97,2021-07-14,34.046634674072266,34.06999969482422,35.9900016784668,33.900001525878906,35.9900016784668,826100.0,,,,
98,2021-07-15,33.097286224365234,33.119998931884766,34.08000183105469,32.540000915527344,33.709999084472656,1317200.0,33.119998931884766,,,
99,2021-07-16,33.736846923828125,33.7599983215332,36.380001068115234,33.54999923706055,35.130001068115234,2063700.0,,33.7599983215332,,
100,2021-07-19,30.758893966674805,30.780000686645508,32.45000076293945,28.88999938964844,32.29999923706055,3066800.0,30.780000686645508,,30.780000686645508,
101,2021-07-20,31.9180965423584,31.940000534057617,32.290000915527344,29.709999084472656,31.0,1740600.0,,,,
102,2021-07-21,34.17654800415039,34.20000076293945,34.33000183105469,32.220001220703125,32.2599983215332,1139700.0,,,,
103,2021-07-22,34.73616027832031,34.7599983215332,34.959999084472656,33.5,34.0099983215332,948000.0,,34.7599983215332,,
104,2021-07-23,34.136573791503906,34.15999984741211,35.31999969482422,33.7400016784668,35.31999969482422,536000.0,34.15999984741211,,,
105,2021-07-26,34.896053314208984,34.91999816894531,35.4900016784668,34.08000183105469,34.189998626708984,538700.0,,34.91999816894531,,
106,2021-07-27,33.90673065185547,33.93000030517578,34.95000076293945,32.81999969482422,34.70000076293945,687700.0,33.93000030517578,,,
107,2021-07-28,34.71617889404297,34.7400016784668,35.45000076293945,33.91999816894531,34.290000915527344,690700.0,,,,
108,2021-07-29,35.005977630615234,35.029998779296875,36.0099983215332,34.93000030517578,35.5,592500.0,,,,
109,2021-07-30,36.2451286315918,36.27000045776367,37.97999954223633,35.58000183105469,35.90999984741211,1446400.0,,36.27000045776367,,36.27000045776367
110,2021-08-02,35.615562438964844,35.63999938964844,37.20000076293945,35.2599983215332,35.5,920400.0,,,,
111,2021-08-03,35.355735778808594,35.380001068115234,35.83000183105469,33.880001068115234,35.599998474121094,813700.0,,,,
112,2021-08-04,33.9766845703125,34.0,35.43000030517578,33.81999969482422,34.45000076293945,797700.0,,,,
113,2021-08-05,29.18996810913086,29.209999084472656,31.600000381469727,26.979999542236328,28.979999542236328,5858100.0,29.209999084472656,,29.209999084472656,
114,2021-08-06,31.548349380493164,31.56999969482422,31.989999771118164,29.170000076293945,30.100000381469727,1876100.0,,,,
115,2021-08-09,32.237876892089844,32.2599983215332,33.029998779296875,30.540000915527344,31.61000061035156,1347800.0,,,,
116,2021-08-10,32.327816009521484,32.349998474121094,32.65999984741211,31.01000022888184,32.43000030517578,786800.0,,32.349998474121094,,
117,2021-08-11,32.18790817260742,32.209999084472656,32.41999816894531,31.43000030517578,32.15999984741211,853100.0,,,,
118,2021-08-12,32.1479377746582,32.16999816894531,32.83000183105469,31.559999465942383,32.290000915527344,523300.0,,,,
119,2021-08-13,30.289215087890625,30.309999465942383,32.11000061035156,30.25,32.0099983215332,878400.0,,,,
120,2021-08-16,29.429805755615234,29.450000762939453,30.34000015258789,29.3700008392334,30.049999237060547,603600.0,,,,
121,2021-08-17,28.93014907836914,28.950000762939453,29.32999992370605,28.31999969482422,29.01000022888184,723400.0,,,,
122,2021-08-18,28.79024314880371,28.809999465942383,29.540000915527344,28.38999938964844,28.799999237060547,545300.0,,,,
123,2021-08-19,27.321250915527344,27.34000015258789,28.690000534057617,27.229999542236328,28.21999931335449,1197700.0,27.34000015258789,,27.34000015258789,
124,2021-08-20,27.66101837158203,27.68000030517578,28.030000686645508,27.040000915527344,27.51000022888184,1093900.0,,,,
125,2021-08-23,29.12001609802246,29.13999938964844,29.239999771118164,28.100000381469727,28.100000381469727,715400.0,,,,
126,2021-08-24,30.22925567626953,30.25,30.780000686645508,29.530000686645508,29.700000762939453,844300.0,,,,
127,2021-08-25,30.399139404296875,30.420000076293945,30.809999465942383,29.649999618530277,30.040000915527344,727200.0,,30.420000076293945,,
128,2021-08-26,29.8695011138916,29.88999938964844,30.649999618530277,29.43000030517578,30.25,625800.0,29.88999938964844,,,
129,2021-08-27,31.36847305297852,31.38999938964844,31.780000686645508,30.0,30.0,920100.0,,31.38999938964844,,
130,2021-08-30,31.28852844238281,31.309999465942383,31.559999465942383,30.440000534057617,31.450000762939453,571100.0,31.309999465942383,,,
131,2021-08-31,31.768199920654297,31.790000915527344,31.959999084472656,31.1200008392334,31.1200008392334,483500.0,,,,
132,2021-09-01,31.948076248168945,31.96999931335449,32.04999923706055,31.309999465942383,31.90999984741211,452300.0,,,,
133,2021-09-02,32.58763885498047,32.61000061035156,32.95000076293945,31.770000457763672,32.20000076293945,595800.0,,32.61000061035156,,32.61000061035156
134,2021-09-03,32.02802276611328,32.04999923706055,32.9900016784668,31.82999992370605,32.5,427200.0,,,,
135,2021-09-07,31.29852104187012,31.31999969482422,32.27000045776367,31.18000030517578,32.0,634400.0,,,,
136,2021-09-08,30.5990047454834,30.6200008392334,31.229999542236328,30.299999237060547,31.149999618530277,467800.0,30.6200008392334,,,
137,2021-09-09,31.04869270324707,31.06999969482422,31.540000915527344,30.34000015258789,30.3799991607666,512500.0,,31.06999969482422,,
138,2021-09-10,30.71891975402832,30.739999771118164,31.71999931335449,30.700000762939453,31.399999618530277,552900.0,30.739999771118164,,,
139,2021-09-13,31.218578338623047,31.239999771118164,31.600000381469727,30.399999618530277,30.850000381469727,625000.0,,31.239999771118164,,
140,2021-09-14,29.51919937133789,29.530000686645508,31.690000534057617,29.51000022888184,31.21999931335449,780800.0,29.530000686645508,,,
141,2021-09-15,29.87906646728516,29.88999938964844,30.200000762939453,29.100000381469727,29.63999938964844,483200.0,,29.88999938964844,,
142,2021-09-16,29.809091567993164,29.81999969482422,30.170000076293945,29.26000022888184,29.899999618530277,595500.0,29.81999969482422,,,
143,2021-09-17,30.168960571289062,30.18000030517578,30.649999618530277,29.68000030517578,30.100000381469727,1269500.0,,30.18000030517578,,
144,2021-09-20,28.489574432373047,28.5,29.280000686645508,27.61000061035156,29.100000381469727,1101200.0,28.5,,28.5,
145,2021-09-21,28.869434356689453,28.8799991607666,29.34000015258789,28.68000030517578,29.0,596100.0,,,,
146,2021-09-22,29.5391902923584,29.549999237060547,30.1200008392334,29.100000381469727,29.299999237060547,650500.0,,,,
147,2021-09-23,29.969032287597656,29.979999542236328,30.32999992370605,29.6200008392334,30.06999969482422,634300.0,,29.979999542236328,,
148,2021-09-24,29.419235229492188,29.43000030517578,30.1299991607666,29.36000061035156,29.8799991607666,429900.0,29.43000030517578,,,
149,2021-09-27,30.318904876708984,30.32999992370605,30.8700008392334,29.559999465942383,29.57999992370605,695700.0,,30.32999992370605,,30.32999992370605
150,2021-09-28,28.979394912719727,28.989999771118164,30.40999984741211,28.93000030517578,30.25,474900.0,,,,
151,2021-09-29,28.359622955322266,28.3700008392334,29.299999237060547,28.270000457763672,29.239999771118164,553400.0,,,,
152,2021-09-30,28.30964088439941,28.31999969482422,29.200000762939453,28.309999465942383,28.600000381469727,648200.0,28.31999969482422,,,
153,2021-10-01,28.829450607299805,28.84000015258789,29.040000915527344,28.040000915527344,28.239999771118164,622300.0,,28.84000015258789,,
154,2021-10-04,28.379613876342773,28.38999938964844,28.799999237060547,27.799999237060547,28.6200008392334,522200.0,,,,
155,2021-10-05,27.63988494873047,27.649999618530277,28.790000915527344,27.13999938964844,28.459999084472656,902900.0,,,,
156,2021-10-06,27.409969329833984,27.420000076293945,27.670000076293945,26.88999938964844,27.21999931335449,623900.0,27.420000076293945,,27.420000076293945,
157,2021-10-07,28.02974319458008,28.040000915527344,28.82999992370605,27.489999771118164,27.649999618530277,720700.0,,,,
158,2021-10-08,28.369617462158203,28.3799991607666,29.540000915527344,28.07999992370605,28.07999992370605,763100.0,,28.3799991607666,,
159,2021-10-11,28.34962654113769,28.36000061035156,29.3799991607666,28.31999969482422,28.40999984741211,458700.0,28.36000061035156,,,
160,2021-10-12,28.679506301879883,28.690000534057617,29.01000022888184,28.36000061035156,28.40999984741211,1013700.0,,,,
161,2021-10-13,28.96939849853516,28.979999542236328,29.01000022888184,28.1299991607666,28.71999931335449,422000.0,,,,
162,2021-10-14,30.21894073486328,30.229999542236328,30.399999618530277,29.200000762939453,29.200000762939453,942000.0,,30.229999542236328,,30.229999542236328
163,2021-10-15,29.55918312072754,29.56999969482422,30.940000534057617,29.559999465942383,30.700000762939453,959000.0,,,,
164,2021-10-18,28.85943984985352,28.8700008392334,29.59000015258789,28.75,29.18000030517578,625800.0,28.8700008392334,,,
165,2021-10-19,29.56917953491211,29.57999992370605,29.790000915527344,28.75,29.049999237060547,700000.0,,,,
166,2021-10-20,29.66914367675781,29.68000030517578,30.32999992370605,29.309999465942383,29.670000076293945,470100.0,,,,
167,2021-10-21,29.91905212402344,29.93000030517578,30.18000030517578,29.3799991607666,29.5,425100.0,,29.93000030517578,,
168,2021-10-22,29.339263916015625,29.350000381469727,29.920000076293945,28.809999465942383,29.90999984741211,532000.0,29.350000381469727,,,
169,2021-10-25,29.51919937133789,29.530000686645508,30.170000076293945,29.18000030517578,29.18000030517578,570600.0,,29.530000686645508,,
170,2021-10-26,28.179689407348636,28.190000534057617,29.850000381469727,28.18000030517578,29.540000915527344,663900.0,28.190000534057617,,,
171,2021-10-27,28.25965881347656,28.270000457763672,28.690000534057617,27.399999618530277,28.1299991607666,1097600.0,,28.270000457763672,,
172,2021-10-28,27.519929885864254,27.530000686645508,28.36000061035156,27.489999771118164,28.270000457763672,683900.0,,,,
173,2021-10-29,26.540287017822266,26.549999237060547,27.450000762939453,26.540000915527344,27.36000061035156,1157300.0,26.549999237060547,,,
174,2021-11-01,26.990123748779297,27.0,27.8700008392334,25.850000381469727,26.56999969482422,1565300.0,,27.0,,
175,2021-11-02,26.06046295166016,26.06999969482422,27.170000076293945,25.40999984741211,27.1200008392334,1289400.0,26.06999969482422,,26.06999969482422,
176,2021-11-03,27.04010391235352,27.049999237060547,27.049999237060547,25.739999771118164,26.020000457763672,753700.0,,,,
177,2021-11-04,31.868337631225582,31.8799991607666,32.810001373291016,30.0,30.06999969482422,3232200.0,,,,
178,2021-11-05,32.028282165527344,32.040000915527344,33.0,31.40999984741211,32.20000076293945,1345000.0,,32.040000915527344,,32.040000915527344
179,2021-11-08,30.9986572265625,31.01000022888184,32.310001373291016,30.61000061035156,32.27000045776367,1072200.0,31.01000022888184,,,
180,2021-11-09,31.51846694946289,31.530000686645508,31.729999542236328,30.649999618530277,30.90999984741211,698600.0,,31.530000686645508,,
181,2021-11-10,30.48884391784668,30.5,32.09000015258789,30.440000534057617,31.309999465942383,744800.0,30.5,,,
182,2021-11-11,30.668777465820312,30.68000030517578,31.1200008392334,30.46999931335449,31.0,386600.0,,,,
183,2021-11-12,30.878700256347656,30.88999938964844,30.920000076293945,30.31999969482422,30.63999938964844,439300.0,,,,
184,2021-11-15,31.4484920501709,31.459999084472656,31.88999938964844,31.100000381469727,31.26000022888184,669100.0,,31.459999084472656,,
185,2021-11-16,30.658781051635746,30.670000076293945,31.459999084472656,30.61000061035156,31.399999618530277,588900.0,30.670000076293945,,,
186,2021-11-17,33.32780456542969,33.34000015258789,33.84000015258789,30.540000915527344,30.65999984741211,2182500.0,,33.34000015258789,,33.34000015258789
187,2021-11-18,31.00865364074707,31.020000457763672,33.88999938964844,30.770000457763672,33.84000015258789,1254000.0,,,,
188,2021-11-19,29.91905212402344,29.93000030517578,31.26000022888184,29.61000061035156,30.540000915527344,818000.0,,,,
189,2021-11-22,29.799095153808597,29.809999465942383,31.0,29.799999237060547,30.5,684600.0,29.809999465942383,,,
190,2021-11-23,29.809091567993164,29.81999969482422,30.420000076293945,28.770000457763672,29.799999237060547,936700.0,,29.81999969482422,,
191,2021-11-24,29.59916877746582,29.61000061035156,29.88999938964844,28.84000015258789,29.63999938964844,592600.0,,,,
192,2021-11-26,27.509933471679688,27.520000457763672,28.540000915527344,26.920000076293945,28.399999618530277,919400.0,27.520000457763672,,,
193,2021-11-29,28.249662399291992,28.26000022888184,28.700000762939453,27.440000534057617,28.6299991607666,1132600.0,,28.26000022888184,,
194,2021-11-30,27.519929885864254,27.530000686645508,28.32999992370605,26.520000457763672,27.690000534057617,1339400.0,,,,
195,2021-12-01,26.22040557861328,26.229999542236328,28.38999938964844,26.21999931335449,28.26000022888184,947100.0,26.229999542236328,,26.229999542236328,
196,2021-12-02,27.49993705749512,27.51000022888184,27.690000534057617,26.36000061035156,26.43000030517578,810900.0,,27.51000022888184,,
197,2021-12-03,26.75021171569824,26.76000022888184,27.940000534057617,26.540000915527344,27.700000762939453,1008000.0,26.76000022888184,,,
198,2021-12-06,28.019746780395508,28.030000686645508,28.51000022888184,26.5,26.940000534057617,705900.0,,,,
199,2021-12-07,28.21967315673828,28.229999542236328,29.07999992370605,27.700000762939453,28.850000381469727,839200.0,,,,
200,2021-12-08,28.929414749145508,28.940000534057617,29.43000030517578,28.270000457763672,28.3799991607666,650400.0,,,,
201,2021-12-09,28.949405670166016,28.959999084472656,29.299999237060547,28.459999084472656,28.649999618530277,617100.0,,28.959999084472656,,28.959999084472656
202,2021-12-10,28.59953498840332,28.61000061035156,29.38999938964844,28.489999771118164,28.950000762939453,545500.0,,,,
203,2021-12-13,27.32999992370605,27.34000015258789,28.63999938964844,27.26000022888184,28.270000457763672,777200.0,,,,
204,2021-12-14,26.65999984741211,26.65999984741211,27.700000762939453,26.6200008392334,26.90999984741211,631200.0,,,,
205,2021-12-15,26.600000381469727,26.600000381469727,26.770000457763672,25.06999969482422,26.420000076293945,1018400.0,26.600000381469727,,26.600000381469727,
206,2021-12-16,27.0,27.0,27.979999542236328,26.43000030517578,27.520000457763672,831400.0,,,,
207,2021-12-17,28.32999992370605,28.32999992370605,28.729999542236328,26.6200008392334,26.75,1942200.0,,28.32999992370605,,
208,2021-12-20,27.61000061035156,27.61000061035156,27.809999465942383,26.75,27.299999237060547,966300.0,27.61000061035156,,,
209,2021-12-21,29.86000061035156,29.86000061035156,30.049999237060547,27.850000381469727,27.850000381469727,809100.0,,,,
210,2021-12-22,30.530000686645508,30.530000686645508,30.96999931335449,29.8700008392334,29.979999542236328,1054300.0,,,,
211,2021-12-23,31.15999984741211,31.15999984741211,31.15999984741211,30.25,30.549999237060547,588600.0,,31.15999984741211,,31.15999984741211
212,2021-12-27,30.450000762939453,30.450000762939453,31.18000030517578,30.15999984741211,31.09000015258789,509600.0,,,,
213,2021-12-28,30.350000381469727,30.350000381469727,31.21999931335449,30.200000762939453,30.729999542236328,406800.0,,,,
214,2021-12-29,28.75,28.75,30.3799991607666,28.670000076293945,30.0,743900.0,28.75,,28.75,
215,2021-12-30,29.739999771118164,29.739999771118164,30.239999771118164,28.5,28.520000457763672,717700.0,,29.739999771118164,,
216,2021-12-31,29.530000686645508,29.530000686645508,29.989999771118164,29.18000030517578,29.75,506300.0,29.530000686645508,,,
217,2022-01-03,30.209999084472656,30.209999084472656,31.489999771118164,29.6200008392334,29.850000381469727,774400.0,,,,
218,2022-01-04,31.290000915527344,31.290000915527344,31.479999542236328,30.09000015258789,30.489999771118164,879800.0,,31.290000915527344,,31.290000915527344
219,2022-01-05,29.75,29.75,31.700000762939453,29.59000015258789,31.479999542236328,791600.0,,,,
220,2022-01-06,29.399999618530277,29.399999618530277,30.309999465942383,29.059999465942383,30.0,580300.0,29.399999618530277,,,
221,2022-01-07,29.700000762939453,29.700000762939453,30.420000076293945,29.489999771118164,29.6200008392334,506500.0,,29.700000762939453,,
222,2022-01-10,29.26000022888184,29.26000022888184,29.549999237060547,28.239999771118164,29.43000030517578,755800.0,29.26000022888184,,,
223,2022-01-11,30.57999992370605,30.57999992370605,30.850000381469727,29.149999618530277,29.299999237060547,585000.0,,30.57999992370605,,
224,2022-01-12,30.25,30.25,31.1200008392334,30.149999618530277,30.96999931335449,578400.0,,,,
225,2022-01-13,29.770000457763672,29.770000457763672,30.5,29.530000686645508,30.25,440400.0,,,,
226,2022-01-14,29.51000022888184,29.51000022888184,29.780000686645508,28.780000686645508,29.18000030517578,667600.0,,,,
