Date,Adj Close,Close,High,Low,Open,Volume
2021-02-24,45.54642868041992,45.599998474121094,47.849998474121094,44.7400016784668,45.25,1209100.0
2021-02-25,44.697425842285156,44.75,51.27000045776367,44.25,47.560001373291016,2246700.0
2021-02-26,47.793785095214844,47.849998474121094,48.779998779296875,44.06999969482422,45.0,1683400.0
2021-03-01,52.05876922607422,52.119998931884766,52.439998626708984,48.25,50.0,1215600.0
2021-03-02,50.28086471557617,50.34000015258789,51.77000045776367,50.150001525878906,51.5099983215332,745000.0
2021-03-03,46.475337982177734,46.529998779296875,49.470001220703125,46.0099983215332,47.310001373291016,1261400.0
2021-03-04,43.339027404785156,43.38999938964844,46.38999938964844,41.90999984741211,46.040000915527344,1461200.0
2021-03-05,42.989437103271484,43.040000915527344,44.0,37.58000183105469,43.959999084472656,1833700.0
2021-03-08,42.070518493652344,42.119998931884766,44.939998626708984,41.75,44.0,1010400.0
2021-03-09,43.98826217651367,44.040000915527344,44.4900016784668,42.88999938964844,43.529998779296875,823900.0
2021-03-10,44.72739028930664,44.779998779296875,47.150001525878906,44.4900016784668,44.540000915527344,835400.0
2021-03-11,46.954769134521484,47.0099983215332,47.0099983215332,44.849998474121094,45.689998626708984,819000.0
2021-03-12,46.545169830322266,46.59000015258789,47.7400016784668,46.02000045776367,46.47999954223633,696000.0
2021-03-15,47.79396438598633,47.84000015258789,48.900001525878906,47.11000061035156,47.439998626708984,908300.0
2021-03-16,43.937679290771484,43.97999954223633,47.130001068115234,43.52000045776367,45.84000015258789,1578900.0
2021-03-17,42.74882507324219,42.790000915527344,44.849998474121094,42.380001068115234,44.40999984741211,2276100.0
2021-03-18,38.223182678222656,38.2599983215332,41.04999923706055,38.25,40.13999938964844,7720300.0
2021-03-19,37.34403610229492,37.380001068115234,38.599998474121094,37.06999969482422,38.59000015258789,3455700.0
2021-03-22,38.882545471191406,38.91999816894531,40.0,37.959999084472656,37.959999084472656,4081100.0
2021-03-23,36.63471221923828,36.66999816894531,39.04999923706055,36.5,39.0,2337700.0
2021-03-24,33.607627868652344,33.63999938964844,37.70000076293945,33.560001373291016,37.689998626708984,2378400.0
2021-03-25,35.85546875,35.88999938964844,36.34000015258789,32.9900016784668,33.540000915527344,3667600.0
2021-03-26,37.603782653808594,37.63999938964844,38.56999969482422,36.75,36.7599983215332,2849800.0
2021-03-29,35.77553939819336,35.810001373291016,39.720001220703125,35.790000915527344,37.88999938964844,1979800.0
2021-03-30,36.574771881103516,36.61000061035156,36.650001525878906,35.0099983215332,36.060001373291016,1278500.0
2021-03-31,37.78361129760742,37.81999969482422,38.56999969482422,36.900001525878906,37.06999969482422,1543000.0
2021-04-01,38.07332992553711,38.11000061035156,38.849998474121094,37.04999923706055,38.56999969482422,1012900.0
2021-04-05,39.112327575683594,39.150001525878906,40.5,38.15999984741211,39.54999923706055,1184000.0
2021-04-06,37.883506774902344,37.91999816894531,39.880001068115234,37.790000915527344,39.04999923706055,1003800.0
2021-04-07,37.793601989746094,37.83000183105469,38.54999923706055,37.54999923706055,37.77000045776367,719700.0
2021-04-08,39.18225860595703,39.220001220703125,39.279998779296875,37.0099983215332,38.09000015258789,984900.0
2021-04-09,38.482933044433594,38.52000045776367,39.58000183105469,38.119998931884766,38.7400016784668,725900.0
2021-04-12,36.64470291137695,36.68000030517578,38.380001068115234,36.599998474121094,38.040000915527344,1270500.0
2021-04-13,36.60474395751953,36.63999938964844,37.0,35.63999938964844,36.54999923706055,1033000.0
2021-04-14,37.48389434814453,37.52000045776367,38.66999816894531,36.59000015258789,36.59000015258789,853400.0
2021-04-15,37.07429122924805,37.11000061035156,38.29999923706055,36.369998931884766,38.040000915527344,936300.0
