Date,Adj Close,Close,High,Low,Open,Volume
2021-02-24,124.60938262939453,125.3499984741211,125.55999755859375,122.2300033569336,124.94000244140625,111039900.0
2021-02-25,120.275146484375,120.98999786376953,126.45999908447266,120.54000091552734,124.68000030517578,148199500.0
2021-02-26,120.5435562133789,121.26000213623047,124.8499984741211,121.19999694824219,122.58999633789062,164560400.0
2021-03-01,127.03496551513672,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900.0
2021-03-02,124.38074493408203,125.12000274658203,128.72000122070312,125.01000213623047,128.41000366210938,102260900.0
2021-03-03,121.33882141113281,122.05999755859375,125.70999908447266,121.83999633789062,124.80999755859375,112966300.0
2021-03-04,119.42022705078125,120.12999725341797,123.5999984741211,118.62000274658203,121.75,178155000.0
2021-03-05,120.70259857177734,121.41999816894531,121.94000244140625,117.56999969482422,120.9800033569336,153766600.0
2021-03-08,115.67249298095703,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600.0
2021-03-09,120.37454986572266,121.08999633789062,122.05999755859375,118.79000091552734,119.02999877929688,129525800.0
2021-03-10,119.27111053466797,119.9800033569336,122.16999816894531,119.44999694824219,121.69000244140625,111943300.0
2021-03-11,121.23941040039062,121.95999908447266,123.20999908447266,121.26000213623047,122.54000091552734,103026500.0
2021-03-12,120.31491088867188,121.02999877929688,121.16999816894531,119.16000366210938,120.4000015258789,88105100.0
2021-03-15,123.25741577148438,123.98999786376953,124.0,120.41999816894531,121.41000366210938,92403800.0
2021-03-16,124.82807159423828,125.56999969482422,127.22000122070312,124.72000122070312,125.69999694824219,115227900.0
2021-03-17,124.02287292480469,124.76000213623047,125.86000061035156,122.33999633789062,124.05000305175781,111932600.0
2021-03-18,119.81785583496094,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341797,121229700.0
2021-03-19,119.28105163574219,119.98999786376953,121.43000030517578,119.68000030517578,119.9000015258789,185549500.0
2021-03-22,122.66096496582031,123.38999938964844,123.87000274658203,120.26000213623047,120.33000183105469,111912300.0
2021-03-23,121.81598663330078,122.54000091552734,124.23999786376953,122.13999938964844,123.33000183105469,95467100.0
2021-03-24,119.38045501708984,120.08999633789062,122.9000015258789,120.06999969482422,122.81999969482422,88530500.0
2021-03-25,119.87750244140625,120.58999633789062,121.66000366210938,119.0,119.54000091552734,98844700.0
2021-03-26,120.49384307861328,121.20999908447266,121.4800033569336,118.91999816894531,120.3499984741211,94071200.0
2021-03-29,120.67277526855469,121.38999938964844,122.58000183105469,120.7300033569336,121.6500015258789,80819200.0
2021-03-30,119.19158172607422,119.9000015258789,120.4000015258789,118.86000061035156,120.11000061035156,85671900.0
2021-03-31,121.42828369140625,122.1500015258789,123.5199966430664,121.1500015258789,121.6500015258789,118323800.0
2021-04-01,122.27326202392578,123.0,124.18000030517578,122.48999786376953,123.66000366210938,75089100.0
2021-04-05,125.15613555908203,125.9000015258789,126.16000366210938,123.06999969482422,123.87000274658203,88651200.0
2021-04-06,125.46430206298828,126.20999908447266,127.12999725341797,125.6500015258789,126.5,80171300.0
2021-04-07,127.14432525634766,127.9000015258789,127.91999816894531,125.13999938964844,125.83000183105469,83466700.0
